county	state	fips	state_code	deaths	deaths_age_adj	crude_rate	year	year_min	year_max	year_list
Douglas County, CO	Colorado	08035	08	22	1.9	1.7	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Eagle County, CO	Colorado	08037	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Elbert County, CO	Colorado	08039	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
El Paso County, CO	Colorado	08041	08	170	5.2	5.2	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Fremont County, CO	Colorado	08043	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Garfield County, CO	Colorado	08045	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Gilpin County, CO	Colorado	08047	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Grand County, CO	Colorado	08049	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Gunnison County, CO	Colorado	08051	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Hinsdale County, CO	Colorado	08053	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Huerfano County, CO	Colorado	08055	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Jackson County, CO	Colorado	08057	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Jefferson County, CO	Colorado	08059	08	141	4.2	4.5	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Kiowa County, CO	Colorado	08061	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Kit Carson County, CO	Colorado	08063	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Lake County, CO	Colorado	08065	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
La Plata County, CO	Colorado	08067	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Larimer County, CO	Colorado	08069	08	48	2.9	3.0	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Las Animas County, CO	Colorado	08071	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Lincoln County, CO	Colorado	08073	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Logan County, CO	Colorado	08075	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Mesa County, CO	Colorado	08077	08	14	Unreliable	Unreliable	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Mineral County, CO	Colorado	08079	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Moffat County, CO	Colorado	08081	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Montezuma County, CO	Colorado	08083	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Montrose County, CO	Colorado	08085	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Morgan County, CO	Colorado	08087	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Otero County, CO	Colorado	08089	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Ouray County, CO	Colorado	08091	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Park County, CO	Colorado	08093	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Phillips County, CO	Colorado	08095	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Pitkin County, CO	Colorado	08097	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Prowers County, CO	Colorado	08099	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Pueblo County, CO	Colorado	08101	08	58	7.0	6.6	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Rio Blanco County, CO	Colorado	08103	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Rio Grande County, CO	Colorado	08105	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Routt County, CO	Colorado	08107	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Saguache County, CO	Colorado	08109	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
San Juan County, CO	Colorado	08111	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
San Miguel County, CO	Colorado	08113	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Sedgwick County, CO	Colorado	08115	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Summit County, CO	Colorado	08117	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Teller County, CO	Colorado	08119	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Washington County, CO	Colorado	08121	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Weld County, CO	Colorado	08123	08	31	2.5	2.5	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Yuma County, CO	Colorado	08125	08	Suppressed	Suppressed	Suppressed	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Adams County, CO	Colorado	08001	08	221	8.5	8.6	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Alamosa County, CO	Colorado	08003	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Arapahoe County, CO	Colorado	08005	08	171	5.0	5.1	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Archuleta County, CO	Colorado	08007	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Baca County, CO	Colorado	08009	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Bent County, CO	Colorado	08011	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Boulder County, CO	Colorado	08013	08	167	9.0	9.5	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Broomfield County, CO	Colorado	08014	08	14	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Chaffee County, CO	Colorado	08015	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Cheyenne County, CO	Colorado	08017	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Clear Creek County, CO	Colorado	08019	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Conejos County, CO	Colorado	08021	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Costilla County, CO	Colorado	08023	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Crowley County, CO	Colorado	08025	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Custer County, CO	Colorado	08027	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Delta County, CO	Colorado	08029	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Denver County, CO	Colorado	08031	08	608	17.1	17.3	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Dolores County, CO	Colorado	08033	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Douglas County, CO	Colorado	08035	08	62	4.3	3.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Eagle County, CO	Colorado	08037	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Elbert County, CO	Colorado	08039	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
El Paso County, CO	Colorado	08041	08	187	5.0	5.1	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Fremont County, CO	Colorado	08043	08	14	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Garfield County, CO	Colorado	08045	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Gilpin County, CO	Colorado	08047	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Grand County, CO	Colorado	08049	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Gunnison County, CO	Colorado	08051	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Hinsdale County, CO	Colorado	08053	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Huerfano County, CO	Colorado	08055	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Jackson County, CO	Colorado	08057	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Jefferson County, CO	Colorado	08059	08	213	6.4	6.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Kiowa County, CO	Colorado	08061	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Kit Carson County, CO	Colorado	08063	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Lake County, CO	Colorado	08065	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
La Plata County, CO	Colorado	08067	08	14	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Larimer County, CO	Colorado	08069	08	144	7.9	8.2	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Las Animas County, CO	Colorado	08071	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Lincoln County, CO	Colorado	08073	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Logan County, CO	Colorado	08075	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Mesa County, CO	Colorado	08077	08	23	2.6	2.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Mineral County, CO	Colorado	08079	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Moffat County, CO	Colorado	08081	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Montezuma County, CO	Colorado	08083	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Montrose County, CO	Colorado	08085	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Morgan County, CO	Colorado	08087	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Otero County, CO	Colorado	08089	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Ouray County, CO	Colorado	08091	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Park County, CO	Colorado	08093	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Phillips County, CO	Colorado	08095	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Pitkin County, CO	Colorado	08097	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Prowers County, CO	Colorado	08099	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Pueblo County, CO	Colorado	08101	08	92	10.6	9.8	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Rio Blanco County, CO	Colorado	08103	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Rio Grande County, CO	Colorado	08105	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Routt County, CO	Colorado	08107	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Saguache County, CO	Colorado	08109	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
San Juan County, CO	Colorado	08111	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
San Miguel County, CO	Colorado	08113	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Sedgwick County, CO	Colorado	08115	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Summit County, CO	Colorado	08117	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Teller County, CO	Colorado	08119	08	15	Unreliable	Unreliable	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Washington County, CO	Colorado	08121	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Weld County, CO	Colorado	08123	08	82	5.8	5.6	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Yuma County, CO	Colorado	08125	08	Suppressed	Suppressed	Suppressed	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Adams County, CO	Colorado	08001	08	369	12.7	12.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Alamosa County, CO	Colorado	08003	08	11	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Arapahoe County, CO	Colorado	08005	08	286	7.4	7.7	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Archuleta County, CO	Colorado	08007	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Baca County, CO	Colorado	08009	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Bent County, CO	Colorado	08011	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Boulder County, CO	Colorado	08013	08	150	7.7	7.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Broomfield County, CO	Colorado	08014	08	30	7.3	7.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Chaffee County, CO	Colorado	08015	08	10	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Cheyenne County, CO	Colorado	08017	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Clear Creek County, CO	Colorado	08019	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Conejos County, CO	Colorado	08021	08	11	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Costilla County, CO	Colorado	08023	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Crowley County, CO	Colorado	08025	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Custer County, CO	Colorado	08027	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Delta County, CO	Colorado	08029	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Denver County, CO	Colorado	08031	08	503	11.8	12.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Dolores County, CO	Colorado	08033	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Douglas County, CO	Colorado	08035	08	86	4.7	4.5	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Eagle County, CO	Colorado	08037	08	10	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Elbert County, CO	Colorado	08039	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
El Paso County, CO	Colorado	08041	08	436	10.8	10.8	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Fremont County, CO	Colorado	08043	08	23	8.2	8.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Garfield County, CO	Colorado	08045	08	19	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Gilpin County, CO	Colorado	08047	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Grand County, CO	Colorado	08049	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Gunnison County, CO	Colorado	08051	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Hinsdale County, CO	Colorado	08053	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Huerfano County, CO	Colorado	08055	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Jackson County, CO	Colorado	08057	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Jefferson County, CO	Colorado	08059	08	301	8.9	8.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Kiowa County, CO	Colorado	08061	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Kit Carson County, CO	Colorado	08063	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Lake County, CO	Colorado	08065	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
La Plata County, CO	Colorado	08067	08	15	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Larimer County, CO	Colorado	08069	08	161	8.0	8.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Las Animas County, CO	Colorado	08071	08	16	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Lincoln County, CO	Colorado	08073	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Logan County, CO	Colorado	08075	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Mesa County, CO	Colorado	08077	08	75	8.5	8.4	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Mineral County, CO	Colorado	08079	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Moffat County, CO	Colorado	08081	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Montezuma County, CO	Colorado	08083	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Montrose County, CO	Colorado	08085	08	15	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Morgan County, CO	Colorado	08087	08	15	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Otero County, CO	Colorado	08089	08	11	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Ouray County, CO	Colorado	08091	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Park County, CO	Colorado	08093	08	10	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Phillips County, CO	Colorado	08095	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Pitkin County, CO	Colorado	08097	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Prowers County, CO	Colorado	08099	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Pueblo County, CO	Colorado	08101	08	166	18.2	16.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Rio Blanco County, CO	Colorado	08103	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Rio Grande County, CO	Colorado	08105	08	10	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Routt County, CO	Colorado	08107	08	18	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Saguache County, CO	Colorado	08109	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
San Juan County, CO	Colorado	08111	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
San Miguel County, CO	Colorado	08113	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Sedgwick County, CO	Colorado	08115	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Summit County, CO	Colorado	08117	08	11	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Teller County, CO	Colorado	08119	08	14	Unreliable	Unreliable	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Washington County, CO	Colorado	08121	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Weld County, CO	Colorado	08123	08	105	6.3	6.2	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Yuma County, CO	Colorado	08125	08	Suppressed	Suppressed	Suppressed	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Fairfield County, CT	Connecticut	09001	09	195	3.7	3.6	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Hartford County, CT	Connecticut	09003	09	277	5.4	5.3	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Litchfield County, CT	Connecticut	09005	09	57	5.5	5.1	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Middlesex County, CT	Connecticut	09007	09	40	4.3	4.2	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
New Haven County, CT	Connecticut	09009	09	297	6.0	5.9	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
New London County, CT	Connecticut	09011	09	72	4.5	4.5	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Tolland County, CT	Connecticut	09013	09	30	3.4	3.5	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Windham County, CT	Connecticut	09015	09	41	6.1	6.1	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Fairfield County, CT	Connecticut	09001	09	260	4.9	4.8	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Hartford County, CT	Connecticut	09003	09	329	6.3	6.2	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Litchfield County, CT	Connecticut	09005	09	87	8.5	7.6	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Middlesex County, CT	Connecticut	09007	09	66	6.8	6.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
New Haven County, CT	Connecticut	09009	09	408	8.0	7.9	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
New London County, CT	Connecticut	09011	09	109	6.6	6.7	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Tolland County, CT	Connecticut	09013	09	39	4.4	4.3	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Windham County, CT	Connecticut	09015	09	49	7.0	6.9	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
Fairfield County, CT	Connecticut	09001	09	629	11.4	11.1	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Hartford County, CT	Connecticut	09003	09	1018	19.0	18.9	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Litchfield County, CT	Connecticut	09005	09	226	22.2	20.4	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Middlesex County, CT	Connecticut	09007	09	188	20.0	19.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
New Haven County, CT	Connecticut	09009	09	950	18.7	18.4	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
New London County, CT	Connecticut	09011	09	360	22.8	22.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Tolland County, CT	Connecticut	09013	09	142	17.5	15.6	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Windham County, CT	Connecticut	09015	09	147	21.9	21.0	2017	2012	2017	['2012', '2013', '2014', '2015', '2016', '2017']
Kent County, DE	Delaware	10001	10	28	3.6	3.5	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
New Castle County, DE	Delaware	10003	10	143	4.6	4.7	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Sussex County, DE	Delaware	10005	10	43	4.7	4.3	2000	2000	2005	['2000', '2001', '2002', '2003', '2004', '2005']
Kent County, DE	Delaware	10001	10	84	9.3	8.9	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
New Castle County, DE	Delaware	10003	10	235	7.2	7.3	2010	2006	2011	['2006', '2007', '2008', '2009', '2010', '2011']
